GamestateNum,Score0,MeldNum0,RunNum0,SetNum0,Deadwood0,Hitscore0,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,1B,2B,3B,4B,5B,6B,7B,8B,9B,10B,11B,12B,13B,1C,2C,3C,4C,5C,6C,7C,8C,9C,10C,11C,12C,13C,1D,2D,3D,4D,5D,6D,7D,8D,9D,10D,11D,12D,13D,e1A,e2A,e3A,e4A,e5A,e6A,e7A,e8A,e9A,e10A,e11A,e12A,e13A,e1B,e2B,e3B,e4B,e5B,e6B,e7B,e8B,e9B,e10B,e11B,e12B,e13B,e1C,e2C,e3C,e4C,e5C,e6C,e7C,e8C,e9C,e10C,e11C,e12C,e13C,e1D,e2D,e3D,e4D,e5D,e6D,e7D,e8D,e9D,e10D,e11D,e12D,e13D
8,-6,2,1,2,16,2,0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0,0.3313352221479063, 0.2560568883138601, 0.0, 0.21824583865678, 0.3336045817553993, 0.0, 0.0, 0.0, 0.07070812990245545, 0.3546003138611614, 0.4429649743222366, 0.0, 0.0, 0.31484899172187897, 0.37844580318821375, 0.2739655886737118, 0.3742781515184921, 0.48091782279787887, 0.2722750799577541, 0.0, 0.0, 0.0, 0.0, 0.2678646325524608, 0.0, 0.14615965383524424, 0.0, 0.36676401272495546, 0.2676067122001428, 0.3627536117440512, 0.0, 0.0, 0.49697655178627986, 0.42442743220457557, 0.11729787410264574, 0.0, 0.3954607278949033, 0.0, 0.1716432722333253, 0.3482018921821165, 0.35928005764714416, 0.0, 0.3666291190668666, 0.5124629110520363, 0.0, 0.5055742067412304, 0.0, 0.14422465017983918, 0.47647812533446726, 0.0, 0.16794716969998782, 0.0
9,-6,2,1,2,16,2,0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0,0.3313352221479063, 0.2560568883138601, 0.0, 0.21824583865678, 0.3336045817553993, 0.0, 0.0, 0.0, 0.07070812990245545, 0.3546003138611614, 0.4429649743222366, 0.0, 0.0, 0.31484899172187897, 0.37844580318821375, 0.2739655886737118, 0.3742781515184921, 0.48091782279787887, 0.2722750799577541, 0.0, 0.0, 0.0, 0.0, 0.2678646325524608, 0.0, 0.14615965383524424, 0.0, 0.36676401272495546, 0.2676067122001428, 0.3627536117440512, 0.0, 0.0, 0.49697655178627986, 0.42442743220457557, 0.11729787410264574, 0.0, 0.3954607278949033, 0.0, 0.1716432722333253, 0.3482018921821165, 0.35928005764714416, 0.0, 0.3666291190668666, 0.5124629110520363, 0.0, 0.5055742067412304, 0.0, 0.14422465017983918, 0.47647812533446726, 0.0, 0.16794716969998782, 0.0
2,4,1,0,1,43,3,0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.0, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.0, 0.0, 0.2380952380952381, 0.2380952380952381, 0.0, 0.2380952380952381, 0.0, 0.0, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.0, 0.0, 0.2380952380952381, 0.2380952380952381, 0.0, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.0, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381
3,4,1,0,1,35,5,0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,0.22168975523836137, 0.0, 0.22215598113498589, 0.22502708154470222, 0.22694273941203125, 0.24417138393449814, 0.25947917986337343, 0.0, 0.30764796306155645, 0.315549108463034, 0.25572300660871994, 0.3520569600273888, 0.2071024293977096, 0.22168975523836137, 0.22351942560934165, 0.22215598113498589, 0.22502708154470222, 0.22694273941203125, 0.24417138393449814, 0.25947917986337343, 0.2837929484943204, 0.0, 0.0, 0.25572300660871994, 0.3520569600273888, 0.0, 0.22093528074520757, 0.0, 0.0, 0.21859410874146826, 0.22608668303935797, 0.2474526273354225, 0.26496727479228843, 0.2756355112456183, 0.2948608001562305, 0.0, 0.0, 0.28631207555606447, 0.16808492625161, 0.0, 0.220625229041135, 0.21934124087658863, 0.2246885040287425, 0.2314864232362203, 0.24810887601560733, 0.26163338534948966, 0.2878287332384151, 0.3116912048028292, 0.0, 0.17784785180969626, 0.26171521318392565, 0.0
4,4,1,0,1,31,5,0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,0.24819128841455046, 0.0, 0.2552829187251732, 0.2603056592444862, 0.27572391442167976, 0.29501203576690077, 0.2917250323752802, 0.0, 0.0, 0.17900263497900318, 0.18704676004626505, 0.2933904199511849, 0.04106589695888762, 0.254326614107634, 0.2537751628283201, 0.2450115897167915, 0.25864463862943476, 0.26331230449947945, 0.0, 0.3462732197304761, 0.4123653511268726, 0.0, 0.0, 0.1957189280120464, 0.23062906722966858, 0.0, 0.2539802179487083, 0.0, 0.0, 0.25202857716169735, 0.2678523019033311, 0.31237913360316133, 0.3493643779583707, 0.40572130227968806, 0.22030764897579644, 0.0, 0.0, 0.2948692909040591, 0.044352476084090424, 0.0, 0.24716995208568293, 0.2517635916999296, 0.25905512413387244, 0.2742495510555854, 0.3132075685094777, 0.344968581487737, 0.42366909820607923, 0.23288262291956546, 0.0, 0.1958378619398495, 0.26953728437918206, 0.0
5,4,1,0,1,28,8,0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,0.3036931293387618, 0.0, 0.3132293216258245, 0.3191517872989173, 0.3572322914636758, 0.0, 0.420496737258502, 0.0, 0.0, 0.20749127856983487, 0.20645892174340383, 0.3026965030406978, 0.04030744175865795, 0.31420615304003663, 0.3110445845476957, 0.30277630352885004, 0.32338018244966, 0.3320548844116754, 0.0, 0.47430913800850283, 0.16709048406754734, 0.0, 0.0, 0.1329422203785498, 0.17647823075065744, 0.0, 0.31077660973398624, 0.0, 0.0, 0.3090035425469244, 0.34703370501410397, 0.4151391124028652, 0.5035789347581864, 0.2863775637773379, 0.09929101134855275, 0.0, 0.0, 0.30422228246443617, 0.04353332032176243, 0.0, 0.30520118365795024, 0.31209215346421076, 0.3249084579470551, 0.3435168574848355, 0.3535291186465985, 0.31005074743386546, 0.0, 0.0, 0.0, 0.1685661905650733, 0.2581396151508039, 0.0
6,4,1,0,1,20,6,0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,0.39256437700794566, 0.0, 0.39240163021526225, 0.4043135257564916, 0.47045772332654456, 0.0, 0.16057216157467907, 0.0, 0.0, 0.0, 0.17587741348684527, 0.2985254069838906, 0.03738898561843784, 0.40370976786100465, 0.40490063988208425, 0.38785191415330444, 0.4187092564184048, 0.4447000227937255, 0.0, 0.3297095028152868, 0.07570316077631194, 0.0, 0.0, 0.14710144381256007, 0.1947503892223625, 0.0, 0.4018629339220574, 0.0, 0.0, 0.399309335489365, 0.382019750764176, 0.37154316882351485, 0.0, 0.0, 0.0668425141438396, 0.0, 0.0, 0.32331494500286334, 0.04279475408767245, 0.0, 0.3972940237348011, 0.3997853785205061, 0.42068805144619337, 0.460050315550076, 0.5083435638660936, 0.21552753171307285, 0.0, 0.0, 0.0, 0.18651960182023786, 0.28486680941038756, 0.0
7,4,1,0,1,20,6,0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,0.403433729046884, 0.0, 0.41605686063091435, 0.4187187675443947, 0.5138353406737511, 0.0, 0.19593393643617643, 0.0, 0.0, 0.0, 0.0, 0.16883233447662188, 0.0227041525812325, 0.41448056249180476, 0.4166048675711855, 0.4037417608840299, 0.4420483865538757, 0.4817686986672241, 0.0, 0.4013020647497952, 0.10038792871933648, 0.0, 0.0, 0.07821246685599251, 0.18440020253410402, 0.0, 0.42180478627894763, 0.0, 0.0, 0.4254300262050931, 0.41371229187852515, 0.4222965868398408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23270061568552247, 0.03363930388058338, 0.0, 0.4087783713877598, 0.416164125557874, 0.44413748092173627, 0.4983985394280333, 0.5892509596257156, 0.262326814205711, 0.0, 0.0, 0.0, 0.09917073413600772, 0.2697273035513282, 0.0
8,4,1,0,1,20,6,0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,0.4011966478751012, 0.0, 0.41950834205826476, 0.42818342792110314, 0.5391946555465873, 0.0, 0.23099350753477363, 0.0, 0.0, 0.0, 0.0, 0.1548420330422502, 0.018892472088561995, 0.41258711963309913, 0.41574930699758506, 0.4146443361647604, 0.4434290551622738, 0.5096735874934106, 0.0, 0.47430858360481437, 0.12626476311157772, 0.0, 0.0, 0.0, 0.10101500742476982, 0.0, 0.4194658357212394, 0.0, 0.0, 0.43504638693260334, 0.4341302340596792, 0.47414450344371784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21341786533147145, 0.027991778480554806, 0.0, 0.40407075423896677, 0.41344863988125335, 0.4583384372496295, 0.5228047784688328, 0.6487222129027723, 0.2568204959154888, 0.0, 0.0, 0.0, 0.013076703623882722, 0.18803852809097218, 0.0
9,4,1,0,1,18,4,0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0,0.4013148949876365, 0.0, 0.4225054091879632, 0.48646721266677606, 0.22707250202929344, 0.0, 0.2062514397231836, 0.0, 0.0, 0.0, 0.0, 0.05070682866984677, 0.008869330956035216, 0.43937883861798527, 0.3801361646613022, 0.4026921303365078, 0.20455659111574512, 0.0, 1.0, 0.4959964555989855, 0.04194296895755515, 0.0, 0.0, 0.0, 0.02913454364832266, 0.0, 0.4195894674219128, 0.0, 0.0, 0.4942643489482531, 0.18282643835659595, 1.1334269791199483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06988892434326623, 0.013141125535518106, 0.0, 0.4072834600579205, 0.41640241506085274, 0.0, 0.22017018881510633, 1.5507493026241033, 0.22931205988556863, 0.0, 0.0, 0.0, 0.0043421419591732485, 0.06157783671464337, 0.0
10,4,2,1,1,7,1,0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0,0.4013148949876365, 0.0, 0.4225054091879632, 0.48646721266677606, 0.22707250202929344, 0.0, 0.2062514397231836, 0.0, 0.0, 0.0, 0.0, 0.05070682866984677, 0.008869330956035216, 0.43937883861798527, 0.3801361646613022, 0.4026921303365078, 0.20455659111574512, 0.0, 1.0, 0.4959964555989855, 0.04194296895755515, 0.0, 0.0, 0.0, 0.02913454364832266, 0.0, 0.4195894674219128, 0.0, 0.0, 0.4942643489482531, 0.18282643835659595, 1.1334269791199483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06988892434326623, 0.013141125535518106, 0.0, 0.4072834600579205, 0.41640241506085274, 0.0, 0.22017018881510633, 1.5507493026241033, 0.22931205988556863, 0.0, 0.0, 0.0, 0.0043421419591732485, 0.06157783671464337, 0.0
