GamestateNum,Score0,MeldNum0,RunNum0,SetNum0,Deadwood0,Hitscore0,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,1B,2B,3B,4B,5B,6B,7B,8B,9B,10B,11B,12B,13B,1C,2C,3C,4C,5C,6C,7C,8C,9C,10C,11C,12C,13C,1D,2D,3D,4D,5D,6D,7D,8D,9D,10D,11D,12D,13D,e1A,e2A,e3A,e4A,e5A,e6A,e7A,e8A,e9A,e10A,e11A,e12A,e13A,e1B,e2B,e3B,e4B,e5B,e6B,e7B,e8B,e9B,e10B,e11B,e12B,e13B,e1C,e2C,e3C,e4C,e5C,e6C,e7C,e8C,e9C,e10C,e11C,e12C,e13C,e1D,e2D,e3D,e4D,e5D,e6D,e7D,e8D,e9D,e10D,e11D,e12D,e13D
2,28,1,0,1,30,4,0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0,0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.0, 0.2380952380952381, 0.2380952380952381, 0.0, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.0, 0.0, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.0, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.0, 0.0, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.0, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.0, 0.2380952380952381, 0.2380952380952381, 0.0, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381, 0.2380952380952381
3,28,1,0,1,30,4,0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0,0.22085036081231552, 0.21813669801354096, 0.22024778859464497, 0.22055326275877554, 0.0, 0.2405775999290458, 0.2605243768251142, 0.0, 0.3133286281968014, 0.20094172407767047, 0.33418131792423056, 0.3372583118687797, 0.0, 0.0, 0.21813669801354096, 0.22024778859464497, 0.22055326275877554, 0.22892269119274405, 0.2405775999290458, 0.2605243768251142, 0.0, 0.3133286281968014, 0.20094172407767047, 0.33418131792423056, 0.3372583118687797, 0.2517098925482864, 0.21545989974439114, 0.219534631541744, 0.0, 0.0, 0.22944160199878436, 0.23758561688064217, 0.25472847939784043, 0.0, 0.2290904751796058, 0.0, 0.2235951122797676, 0.26487222237325686, 0.2210221345921901, 0.21819476602149984, 0.0, 0.22042523287871546, 0.22307455754262653, 0.0, 0.2430820005547466, 0.25613501517517046, 0.27661436245860777, 0.31718306767065096, 0.17886021593726714, 0.29183452352180955, 0.2862837233201307, 0.0
4,28,2,0,2,10,3,0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0,0.22085036081231552, 0.21813669801354096, 0.22024778859464497, 0.22055326275877554, 0.0, 0.2405775999290458, 0.2605243768251142, 0.0, 0.3133286281968014, 0.20094172407767047, 0.33418131792423056, 0.3372583118687797, 0.0, 0.0, 0.21813669801354096, 0.22024778859464497, 0.22055326275877554, 0.22892269119274405, 0.2405775999290458, 0.2605243768251142, 0.0, 0.3133286281968014, 0.20094172407767047, 0.33418131792423056, 0.3372583118687797, 0.2517098925482864, 0.21545989974439114, 0.219534631541744, 0.0, 0.0, 0.22944160199878436, 0.23758561688064217, 0.25472847939784043, 0.0, 0.2290904751796058, 0.0, 0.2235951122797676, 0.26487222237325686, 0.2210221345921901, 0.21819476602149984, 0.0, 0.22042523287871546, 0.22307455754262653, 0.0, 0.2430820005547466, 0.25613501517517046, 0.27661436245860777, 0.31718306767065096, 0.17886021593726714, 0.29183452352180955, 0.2862837233201307, 0.0
1,-6,0,0,0,76,9,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1,0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.0, 0.0, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.0, 0.0, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.0, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.0, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.0, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.0, 0.23809523809523794, 0.0, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.23809523809523794, 0.0
2,-6,0,0,0,76,9,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1,0.1759372507033153, 0.14581827480244092, 0.0, 0.1434462543276482, 0.20791908069211737, 0.197807336112777, 0.2198949937893895, 0.31481042047142627, 0.3025189547367224, 0.38058052093362643, 0.2875404913395649, 0.0, 0.0, 0.17875977344187116, 0.20190222664953356, 0.14695296128349392, 0.1880950884561215, 0.18919650944495986, 0.21411591967526655, 0.0, 0.0, 0.2899754858817852, 0.3589307308206356, 0.3007194305259616, 0.41666076046578304, 0.4559706681054465, 0.0, 0.20190222664953356, 0.14695296128349392, 0.1880950884561215, 0.18919650944495986, 0.0, 0.23428602741434956, 0.2730498544905227, 0.2899754858817852, 0.0, 0.3007194305259616, 0.41666076046578304, 0.4559706681054465, 0.1919315462217985, 0.1962938314648243, 0.1394649123008955, 0.18714511326189864, 0.19806509582519238, 0.0, 0.22104627647938632, 0.0, 0.2184039282977313, 0.2643553319059919, 0.0, 0.36893181886443943, 0.0
3,-6,0,0,0,69,7,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0,0.16317085932683126, 0.13441895082699554, 0.0, 0.13310174481121012, 0.20108653617871403, 0.20488835783776405, 0.23722427059756943, 0.37943683845806175, 0.3970489697925793, 0.5195887111478524, 0.39926647313270014, 0.0, 0.0, 0.16409730371327294, 0.18456728435813854, 0.13641928614470092, 0.1765932589845949, 0.1830444277399831, 0.21898337238906848, 0.0, 0.0, 0.37194223571491597, 0.3745152134111278, 0.27976367405940744, 0.0, 0.37158919056452183, 0.0, 0.1861185472989169, 0.1366357865106509, 0.1745307647193351, 0.18297921775503834, 0.0, 0.2527494191968868, 0.3291033802952576, 0.38058596372800907, 0.0, 0.4175661864846156, 0.3728927813097103, 0.4922004791487103, 0.17991520571307937, 0.18053143361032162, 0.0, 0.17539045298554803, 0.19496970373675887, 0.0, 0.24416312536684104, 0.0, 0.2868472694260982, 0.329883292589928, 0.0, 0.2521900309342858, 0.0
4,-6,0,0,0,66,8,0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0,0.21162387291146054, 0.1740916838296706, 0.0, 0.17436892700398618, 0.2730795837284246, 0.2968285339582679, 0.0, 0.636804492397161, 0.3391499464574629, 0.3298093206935884, 0.512969615598316, 0.0, 0.0, 0.21522961132075152, 0.2420327449149501, 0.17814329585215466, 0.23268053345010262, 0.24793967383801355, 0.3044052059258259, 0.0, 0.0, 0.0, 0.0, 0.22372740266556565, 0.0, 0.36490941781731906, 0.0, 0.23526236035832765, 0.17439762267283293, 0.22814392753883667, 0.25180777716030955, 0.0, 0.3762012326199105, 0.5299558440014474, 0.2071178918567602, 0.0, 0.27160443203009077, 0.284301353876318, 0.39617475187818274, 0.23334039414722366, 0.23381391588047828, 0.0, 0.22976892705058932, 0.2647728015403765, 0.0, 0.3721260817996657, 0.0, 0.24501823066850537, 0.20939366522589642, 0.0, 0.29900492733122486, 0.0
5,-6,1,1,0,41,4,0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0,0.19492853999694212, 0.15792587131594527, 0.0, 0.1616447708424264, 0.25952650760612783, 0.29801940461463083, 0.0, 0.7335140797428445, 0.4255949502340713, 0.3615018903041379, 0.5168535427868272, 0.0, 0.0, 0.19729995392912433, 0.21887584820788888, 0.16251979263910302, 0.21546053037248045, 0.2380696420375444, 0.3095702145437919, 0.0, 0.0, 0.0, 0.0, 0.28105820682876803, 0.0, 0.489162650634465, 0.0, 0.2158478242321062, 0.16170055075210354, 0.21051534582206216, 0.24284376243962533, 0.0, 0.3954422434646653, 0.6152299808055465, 0.25688859182409246, 0.0, 0.23855378110304792, 0.0, 0.4668579339561648, 0.2139020218107514, 0.21144336969417465, 0.0, 0.21276440341345587, 0.2542326732476766, 0.0, 0.4022833629333819, 0.0, 0.3158596656116681, 0.2586541185534764, 0.0, 0.10545397369888185, 0.0
6,-6,1,1,0,36,6,0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0,0.26867546662577485, 0.20918477783963257, 0.0, 0.2164698791789428, 0.37276783762308047, 0.35647653876293073, 0.0, 0.0, 0.1983756905672615, 0.2662910303013585, 0.35160688747573204, 0.0, 0.0, 0.2625142255350828, 0.29779629079421926, 0.22185735156955128, 0.2961689745856579, 0.3444473025401454, 0.4698385152229125, 0.0, 0.0, 0.0, 0.0, 0.3702588334640876, 0.0, 0.17272170586949054, 0.0, 0.2936764469840992, 0.22073899649172915, 0.28937139437501674, 0.0, 0.0, 0.654093267863036, 0.5016615328873131, 0.22488008003497195, 0.0, 0.3142645991599668, 0.0, 0.16484598455549648, 0.2846038353167041, 0.2876838706669444, 0.0, 0.29246291688949133, 0.3678325290375425, 0.0, 0.6654090295528569, 0.0, 0.276503313666846, 0.34942734742161424, 0.0, 0.13709354714051095, 0.0
7,-6,1,0,1,35,6,0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0,0.3313352221479063, 0.2560568883138601, 0.0, 0.21824583865678, 0.3336045817553993, 0.0, 0.0, 0.0, 0.07070812990245545, 0.3546003138611614, 0.4429649743222366, 0.0, 0.0, 0.31484899172187897, 0.37844580318821375, 0.2739655886737118, 0.3742781515184921, 0.48091782279787887, 0.2722750799577541, 0.0, 0.0, 0.0, 0.0, 0.2678646325524608, 0.0, 0.14615965383524424, 0.0, 0.36676401272495546, 0.2676067122001428, 0.3627536117440512, 0.0, 0.0, 0.49697655178627986, 0.42442743220457557, 0.11729787410264574, 0.0, 0.3954607278949033, 0.0, 0.1716432722333253, 0.3482018921821165, 0.35928005764714416, 0.0, 0.3666291190668666, 0.5124629110520363, 0.0, 0.5055742067412304, 0.0, 0.14422465017983918, 0.47647812533446726, 0.0, 0.16794716969998782, 0.0
