score0_mean,GamestateNum,RunNum0,SetNum0,Deadwood0,Hitscore0,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,1B,2B,3B,4B,5B,6B,7B,8B,9B,10B,11B,12B,13B,1C,2C,3C,4C,5C,6C,7C,8C,9C,10C,11C,12C,13C,1D,2D,3D,4D,5D,6D,7D,8D,9D,10D,11D,12D,13D,1A1B,1A1C,1A1D,1A2A,1B1C,1B1D,1B2B,1C1D,1C2C,1D2D,2A2B,2A2C,2A2D,2A3A,2B2C,2B2D,2B3B,2C2D,2C3C,2D3D,3A3B,3A3C,3A3D,3A4A,3B3C,3B3D,3B4B,3C3D,3C4C,3D4D,4A4B,4A4C,4A4D,4A5A,4B4C,4B4D,4B5B,4C4D,4C5C,4D5D,5A5B,5A5C,5A5D,5A6A,5B5C,5B5D,5B6B,5C5D,5C6C,5D6D,6A6B,6A6C,6A6D,6A7A,6B6C,6B6D,6B7B,6C6D,6C7C,6D7D,7A7B,7A7C,7A7D,7A8A,7B7C,7B7D,7B8B,7C7D,7C8C,7D8D,8A8B,8A8C,8A8D,8A9A,8B8C,8B8D,8B9B,8C8D,8C9C,8D9D,9A9B,9A9C,9A9D,9A10A,9B9C,9B9D,9B10B,9C9D,9C10C,9D10D,10A10B,10A10C,10A10D,10A11A,10B10C,10B10D,10B11B,10C10D,10C11C,10D11D,11A11B,11A11C,11A11D,11A12A,11B11C,11B11D,11B12B,11C11D,11C12C,11D12D,12A12B,12A12C,12A12D,12A13A,12B12C,12B12D,12B13B,12C12D,12C13C,12D13D,13A13B,13A13C,13A13D,13B13C,13B13D,13C13D,e1A,e2A,e3A,e4A,e5A,e6A,e7A,e8A,e9A,e10A,e11A,e12A,e13A,e1B,e2B,e3B,e4B,e5B,e6B,e7B,e8B,e9B,e10B,e11B,e12B,e13B,e1C,e2C,e3C,e4C,e5C,e6C,e7C,e8C,e9C,e10C,e11C,e12C,e13C,e1D,e2D,e3D,e4D,e5D,e6D,e7D,e8D,e9D,e10D,e11D,e12D,e13D
63.0,0,1,1,8,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.17408841269156627,0.1365207748598961,0.0,0.0,0.0,0.22968514453008465,0.2653321668197353,0.3225435914500953,0.3933055519546859,0.0,0.3510449377880458,0.4682457441976329,0.16222882544863762,0.14782965303696394,0.0,0.1325762857785205,0.1312618208336829,0.0,0.1636984265926667,0.1975132007845246,0.2595888665031461,0.41147860601503816,0.0,0.35429592403124577,0.4748857892439299,0.179931500502506,0.17767666998272105,0.0,0.16893682839723986,0.17161638671121415,0.15154902739791984,0.224189361860111,0.244637793085396,0.2888376022182361,0.25636095462593084,0.0,0.27343484114375066,0.3997620615931607,0.1583974423112329,0.18514454597114866,0.13482427432969302,0.0,0.0,0.14885964572574858,0.2312420267991806,0.2776280993064515,0.2934077721962439,0.2996098032248826,0.0,0.0,0.4468640211667233
56.0,0,1,2,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.13792349119874298,0.13588003935972487,0.09821809410404532,0.10597851547480604,0.09623287384146577,0.1706825018759245,0.22413927077908652,0.2551544272055333,0.34878518172059464,0.5238563335755134,0.40174821120040505,0.0,0.0,0.1105965003653047,0.10807367858458876,0.0,0.08925332420626148,0.09193985458018533,0.16162256200679198,0.0,0.26179318358524417,0.3643118938592037,0.5962089581614542,0.4479253536529314,0.0,0.5378144626914871,0.1345990879382093,0.11576285024793954,0.0,0.0,0.09065461014051518,0.1326345261283685,0.18227378923819376,0.2771341574390689,0.3950891173780765,0.5461659908447614,0.28787252541864977,0.0,0.5172768687703031,0.14236059094487194,0.12058836165865147,0.10389725541806316,0.08064769017386418,0.0,0.13414227181875155,0.0,0.22012588202592664,0.0,0.0,0.0,0.0,0.4247069511131965
65.0,0,1,2,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.32703464593609816,0.2682660073890547,0.0,0.2396912424345792,0.3777924754315651,0.4271259892946177,0.4879809310884789,0.0,0.0,0.0,0.0,0.0,0.0,0.3316860239969487,0.0,0.22171351397711672,0.366813725215952,0.35978494353475754,0.4111044600194551,0.3485532469716554,0.0,0.0,0.0,0.0,0.205575210327924,0.0,0.334404821197024,0.2752339595974615,0.2098075089356114,0.3436505867346121,0.3457908796067271,0.4110573010492568,0.4480588414082224,0.0,0.1371785907715448,0.0,0.21626508072874628,0.0,0.0,0.3237277427122221,0.2817946168997239,0.2182341738377145,0.34945311226803805,0.0,0.3991272538531228,0.0,0.2254365479099648,0.0,0.0,0.2927467232276091,0.0,0.18643266142586906
63.0,0,3,0,0,4,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11413976508986998,0.0,0.0,0.0,0.0,0.34547979109355137,0.14839914197350906,0.2802484022995878,0.43451908572112624,0.3559728136687403,0.0,0.25889592205585155,0.4966697783874323,0.0,0.13214191594347652,0.0,0.12390710311915765,0.13065587188931754,0.2734870433897732,0.0,0.2367569855855389,0.3879490639865624,0.3017241206831741,0.0,0.28298088313539616,0.4420407400253607,0.10665904959465408,0.079425178450267,0.0,0.16380963330553686,0.13798697488200032,0.3402512077149367,0.0,0.0,0.32001462290154603,0.0,0.0,0.20904789845175795,0.0,0.12553651424486895,0.13085724194655435,0.10907929133315858,0.187340724469566,0.3348132921073136,1.0,0.28548333083326083,0.4660265346046709,0.4432088937409942,0.2776988209637646,0.0,0.0,0.0
63.0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.20783978481408674,0.0,0.1900210779308027,0.17039052347235287,0.2448288758151873,0.25623161940077394,0.3490864583208089,0.5076430320750649,0.31652440884913857,0.14810981342868734,0.0,0.0,0.0,0.18525435269332988,0.21082653643921773,0.2100728851880798,0.17882477513599898,0.2545693105145305,0.32282088063489595,0.3035662793995946,0.0,0.0,0.0,0.162745177004522,0.0,0.0,0.20281667866867328,0.20873004861983474,0.19841120433612894,0.16881752992893526,0.2457590506263624,0.26959596973671096,0.0,0.0,0.0,0.4292822844327636,0.0,0.0,0.10459285574446396,0.1978548790348214,0.1978456957002583,0.17148795295151947,0.0,0.1832220866175781,0.2565554808762173,0.3423076703522806,0.5169596363595934,0.39223018893960426,0.5236582503253989,0.4416173123313079,0.0,0.12918766972971255
59.0,0,2,1,0,3,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2333157473218721,0.3157746117899164,1.0,0.0,0.0,0.0,0.0,0.5142071578228222,0.0,0.26100777147537746,0.0,0.0,0.07538146947959404,0.12332335403493708,0.12597642222013908,0.5643194837005554,0.11004276910461752,0.14161352926807094,0.10876082334555937,0.2735858042985124,0.2807644231446637,0.0,0.0,0.0,0.4880366345403317,0.0,0.1378278738103458,0.26217916688337545,1.0,0.0,0.14350336874624775,0.15237100138172965,0.13843530517040276,0.6970991233927819,0.14082675581706264,0.0,0.0,0.0,0.10687128043930708,0.1373542535956739,0.07938813457597359,0.4246693360648592,0.0,0.19897730509810765,0.07702656900291094,0.1297214352616464,0.6181674027843337,0.0,0.09052193842885994,0.0,0.0,0.0
57.0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0.0,0.0482157723561005,0.02712160577380409,0.0,0.100384962521384,0.0,1.0,0.6578479701703327,0.0,0.541174928940637,0.0,0.0,0.0,0.055673773556335605,0.06441698241263955,0.05129079473659235,0.03268919495177842,0.049027851128166385,0.0,0.5498328698603846,0.42907039093300137,0.6035120314442204,0.6141261816588469,0.0,0.0,0.0,0.03976106836544128,0.05411061442307516,0.04424056684960799,0.036230565590643374,0.0,0.0,0.4278912568617981,0.3910142043002112,0.5728026424297861,0.0,0.0,0.6402007335890373,0.0,0.044662659975114025,0.04209589332924391,0.0,0.0,0.0398001747550239,0.0,0.4369164065851348,0.4085639859615254,0.5842535291378279,0.0,0.0,0.0,0.0
52.0,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2908285227907231,0.2501207511087186,0.2504087480508243,0.266651598243349,0.3123000596588579,0.0,0.0,0.0,0.7085894813047634,0.06200309219645506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4007487622441793,0.0,0.0,0.0,1.0,0.0,0.2325055796233904,0.2552046269246688,0.0,0.26625618508100113,0.0,0.2070664734945284,0.31695215417857386,0.3879627528825009,0.31701525422840643,0.0,0.23043005006376954,0.6813308028411506,0.1389805312033214,0.0,0.060731132614601835,0.0,0.2457738707569674,0.1897065957712704,0.0,0.2792095668918567,0.32471779680407353,0.2419435918764695,0.0,0.0,0.7370109526809681,0.0,0.05758601029646542,0.0,0.14108307538750872
52.0,0,1,1,9,4,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.13223854741151636,0.0,0.10511256451522838,0.10554715339297202,0.14358738737938456,0.14880647840828906,0.0,0.0,0.0,0.0,0.0,0.3442500797045415,0.6297192449616987,0.12735642132365854,0.13951224313116295,0.10212565670498357,0.1087277194301152,0.14551064879920247,0.1550391021999213,0.22337645948313006,0.2681690621892765,0.5071780468789143,0.3138419970192369,0.552374690208931,0.0,0.0,0.13741346918808908,0.12145148229722175,0.0,0.0,0.12720965746317006,0.13703155837699618,0.1787912049860018,0.0,0.4191510021661555,0.30995645569165203,0.6029816843672048,0.0,0.6975228972457345,0.1334848228722495,0.10973637850586207,0.0,0.08683426068495625,0.15200020888451665,0.13809936089204686,0.0,0.24636771549170744,0.284861339940743,0.0,0.29331451957082433,0.0,0.5128099394678359
45.0,0,0,3,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08930006385727647,0.0,0.09031047368052282,0.08466604139925152,0.10516681627201166,0.0,0.5629222246573222,0.39171364169868655,0.4523431439388689,0.0,0.0,0.35594219442222563,0.0,0.07721464866107908,0.0,0.098836717468495,0.08695990905842098,0.17183344223024288,0.24113500464035065,1.0,0.7002712773552828,0.6785716917759823,0.0,0.1965057159331709,0.0,0.4520047929070923,0.0,0.0,0.06541652909926818,0.0,0.059695157963059124,0.0,0.3909638779159261,0.30701152988796965,0.3765085849696895,0.0,0.14562404456304565,0.0,0.3323800639224023,0.08678962796920285,0.08692811163934884,0.09017154834575378,0.0,0.11110162338296818,0.0,0.4530365733769144,0.34245501535919703,0.0,0.0,0.0,0.29352928095964875,0.0
63.0,0,1,2,0,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17396015154216482,0.0,0.0,0.0,0.2580674606329086,0.3359844642889064,0.2441845413265302,0.4725266619654922,0.2079188623120569,0.0,0.2970193109700089,0.5739606338814738,0.3212896732738167,0.19611796496805808,0.18905588426221004,0.1518825871386929,0.2632526300159577,0.25327897614148603,0.2666110147720781,0.0,0.2640754937955889,0.0,0.0,0.14673770558119284,0.4263105627151886,0.4021703391944559,0.0,0.2497663276278565,0.07600372913907516,0.2536902543523265,0.22100491616879966,0.0,0.2540088881086468,0.0,0.16215119454691165,0.0,0.0,0.4133362388451828,0.0,0.17231144363703424,0.1947598771386632,0.0,0.16195684819907202,0.21840141472791788,0.0,0.18646612612631167,0.3655622778674338,0.0,0.0,0.2055136580954829,0.4786706526648491,0.3341130348682597
58.0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0.17048543161000088,0.0,0.09272659558890042,0.183793054035122,0.18024460163796852,0.21653086641973504,0.2343862991258168,0.20740246147404207,0.0,0.0,0.0,0.0,0.6487898364101115,1.0,0.14779669739091525,0.27363050173608194,1.0,0.0,0.3499097937792755,0.4263720712250131,0.0,0.16861465816965462,0.653781393838782,0.0,0.0,0.0,0.15133903840166907,0.09401381487582366,0.08919443563040183,0.0,0.14947190182425024,0.23924570441629397,0.2101697939799328,0.0,0.11003908351380656,0.3130970470172013,0.0,0.0,0.0,0.19123266127830985,0.0,0.0,0.10280254463757857,0.23339724985889096,0.0,0.5446217024416625,0.17735118439533548,0.0,0.0,0.0,0.6073201036501965,0.0
61.0,0,0,3,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.03188637190700322,0.0,0.04459366439746329,0.058892573238803,0.0,0.0,0.19383431427350287,0.0,0.0,0.4205518405863705,0.0,0.0,0.04485574176133888,0.051819953086170524,0.0,0.05089883719478967,0.09497404267588803,0.06998623346486374,0.0,0.2956189947645785,0.0,0.0,0.6246163046979791,0.6386830677442997,0.7648599967553549,0.043395855397293716,0.05197285303911103,0.04662027200011557,0.05077440715275863,0.09736971746744838,0.07184527767697814,0.15201671402308414,0.3117799599820277,0.0,0.0,0.7896792247302505,0.6747017506202315,0.7584732527879299,0.0,0.0,0.02118929674458037,0.0,0.0592644722656149,0.08532272215611496,0.0,0.2676232086596695,0.2544906085224001,0.0,0.0,0.6460617898529033,0.0
43.0,0,3,0,0,5,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07166048613718469,0.08236130992891556,0.08228228854781931,0.05987739523826033,0.0,0.0,0.0,0.0,0.0,0.9218410858674908,1.0,0.9353047027409273,0.693622522410609,0.06750365437899636,0.0939521191786202,0.07583675235877359,0.06232387065168912,0.08276010532211735,0.1408500020108658,0.19574830171736068,0.07828418751140953,0.0,0.0,0.0,0.32455318171624603,0.0,0.0,0.06175776796392651,0.05336768199969402,0.0,0.0541900495976564,0.1165898660387638,0.1424126820930462,0.0,0.06667889616161797,0.3703185294080225,0.1979581777762965,0.0,0.0,0.0,0.07977166641371987,0.0,0.06204057710923599,0.08096177446867235,0.12231057682610827,0.04499015063830559,0.0,0.0,0.08089298785861884,0.0,0.0,0.0
51.0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.24019887435616866,0.21919983998429746,0.12337760732804895,0.17348572813191454,0.0,0.2793066805898388,0.34534838498484643,0.560631796206209,0.0,0.11924640452765588,0.0,0.4918577415752754,0.0,0.1867473818486708,0.1815362137664273,0.0,0.1902067960506392,0.19464453829556166,0.32346743262884803,0.40177890710896697,0.0,0.0,0.0,0.0,0.0,0.0,0.21018759287573546,0.0,0.0,0.171945897181237,0.23920001595308785,0.3164061741834493,0.38053679851918376,0.0,0.0,0.08695192347970547,0.0,0.0,0.11167228787216747,0.2220139063158844,0.22528661165108865,0.13956359762548315,0.2137487180692667,0.19670128036174364,0.3649932710515165,0.4844192168222669,0.0,0.0,0.4393351248702278,0.4016978916510151,0.7644177552607667,0.0
75.0,0,2,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.05619378316102038,0.0542822880424854,0.0,0.12244497865171905,0.15755165750381492,0.31179521297585244,0.39766976082719546,0.10399407859628608,0.4745374385060573,0.0,0.0,0.0,0.06661390351980083,0.058135742971887935,0.0,0.0,0.12373793663931253,0.12451305311452895,0.19983535954468548,0.0,0.0,0.0,0.0,0.5121079515684068,0.7277706598162259,0.04635941433426475,0.06185268162566281,0.06406849137204733,0.0,0.12413958034487042,0.1806057091995161,0.2806473855263321,0.0,0.0,0.0,0.0,0.0,0.8658950340042108,0.0,0.0,0.04892326076229258,0.07306005263714238,0.1212738375882675,0.17764489999472458,0.2467199314239388,0.4176094567727559,0.0,0.4113596679986171,0.07952057796757295,0.0,0.8729758112420114
66.0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08721682144982659,0.08207232297524428,0.0969570603293787,0.09796287567809622,0.09208776637707856,0.0,0.2098165940000978,0.3744269114710806,0.6650942802930045,0.8304764423840546,0.4621125432016816,0.6335371780102468,0.0,0.08810177210879444,0.0,0.0781918797831812,0.09466955048950366,0.12319606231784265,0.1276872424836938,0.27175333800955925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07265769222971827,0.0,0.11861603556914994,0.0,0.1465203994331791,0.0,0.0,0.0,0.6495817498845091,0.0,0.0,0.0,0.07607728032949553,0.07269490071459861,0.10726281638808632,0.09333268154270856,0.1368006758303877,0.1523367312130936,0.2950623371663122,0.4313483283217261,0.6721088694697048,0.6573311470327202,0.0,0.0,0.0
