score0_mean,GamestateNum,RunNum0,SetNum0,Deadwood0,Hitscore0,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,1B,2B,3B,4B,5B,6B,7B,8B,9B,10B,11B,12B,13B,1C,2C,3C,4C,5C,6C,7C,8C,9C,10C,11C,12C,13C,1D,2D,3D,4D,5D,6D,7D,8D,9D,10D,11D,12D,13D,1A1B,1A1C,1A1D,1A2A,1B1C,1B1D,1B2B,1C1D,1C2C,1D2D,2A2B,2A2C,2A2D,2A3A,2B2C,2B2D,2B3B,2C2D,2C3C,2D3D,3A3B,3A3C,3A3D,3A4A,3B3C,3B3D,3B4B,3C3D,3C4C,3D4D,4A4B,4A4C,4A4D,4A5A,4B4C,4B4D,4B5B,4C4D,4C5C,4D5D,5A5B,5A5C,5A5D,5A6A,5B5C,5B5D,5B6B,5C5D,5C6C,5D6D,6A6B,6A6C,6A6D,6A7A,6B6C,6B6D,6B7B,6C6D,6C7C,6D7D,7A7B,7A7C,7A7D,7A8A,7B7C,7B7D,7B8B,7C7D,7C8C,7D8D,8A8B,8A8C,8A8D,8A9A,8B8C,8B8D,8B9B,8C8D,8C9C,8D9D,9A9B,9A9C,9A9D,9A10A,9B9C,9B9D,9B10B,9C9D,9C10C,9D10D,10A10B,10A10C,10A10D,10A11A,10B10C,10B10D,10B11B,10C10D,10C11C,10D11D,11A11B,11A11C,11A11D,11A12A,11B11C,11B11D,11B12B,11C11D,11C12C,11D12D,12A12B,12A12C,12A12D,12A13A,12B12C,12B12D,12B13B,12C12D,12C13C,12D13D,13A13B,13A13C,13A13D,13B13C,13B13D,13C13D,e1A,e2A,e3A,e4A,e5A,e6A,e7A,e8A,e9A,e10A,e11A,e12A,e13A,e1B,e2B,e3B,e4B,e5B,e6B,e7B,e8B,e9B,e10B,e11B,e12B,e13B,e1C,e2C,e3C,e4C,e5C,e6C,e7C,e8C,e9C,e10C,e11C,e12C,e13C,e1D,e2D,e3D,e4D,e5D,e6D,e7D,e8D,e9D,e10D,e11D,e12D,e13D
54.0,0,2,1,0,4,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.1345892164203467,0.0,0.0,0.0,0.10091580829168276,0.0,0.1835093304245529,0.32688381436448394,0.0,0.0,0.0,0.0,0.0,0.13793210308773707,0.0,0.2553413947232137,0.12448418776334225,0.10622100499747658,0.11181400241110492,0.2227349746029356,0.3419048256373511,0.32967868816553075,0.0,0.4148990481187194,0.0,0.7342132094006454,0.11630940899144834,0.09540503356514024,0.0,0.07834740979740289,0.0,0.0,0.17602848000817062,0.3353430031265364,0.4138344466468033,0.35013843310598913,0.6921209154338902,0.4165764188515846,0.0,0.2411491126207879,0.356092254527291,1.0,0.31316843244306664,0.1630354725394707,0.09410414642036848,0.17047738932240847,0.2436170731906478,0.0,0.0,0.0,0.2767097148687444,0.0
56.0,0,0,3,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.2021177432709685,0.19284939485149127,0.20502716076673166,0.2111793280560543,0.2332864725799973,0.0,0.4326630032632547,0.0,0.4736442516703469,0.2656444481818052,0.4805746886901913,0.0,0.22917601389660866,0.1961360324134296,0.1895171449751619,0.20037609154267333,0.1992719995559145,0.0,0.0,0.3003957978065159,0.0,0.1827220748633455,0.0,0.0,0.0,0.0,0.188555692239026,0.19222539249092788,1.0,0.20545705001367187,0.24970503201209435,0.3098742194887541,0.4288362888133619,0.0,0.0,0.0,0.0,0.0,0.0,0.1996411597946563,0.1974184245078458,0.20506628549658829,0.20637269683601034,0.2316664920169471,0.0,0.4284323261619205,0.2833965214223371,0.4074257723877833,0.0,0.3765937349479354,0.0,0.20638512695502145
55.0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1359659511563013,0.1343286507132784,0.0,0.17940025305211255,0.4294921306920994,0.3039553202434929,0.28508000740114603,0.0,0.0,0.0,0.06230727259450521,0.12386657097985301,0.0,0.0,0.17536814821754104,0.21745581652795964,0.14615781072490394,0.39123107943370505,0.3303663874464373,0.3591059316947272,0.0,0.0,0.0772504314616248,0.0,0.13972928656716124,0.0,0.1366673929388286,0.18908723016824425,0.28398471551980703,0.2877985522198957,1.0,0.5917469601135239,0.5062472344847299,0.5552754073795932,0.0,0.1245154700490004,0.09493306089949816,0.17664318942642973,0.0,0.0,0.20762283386985475,0.06361652608496386,0.19592085292830305,0.3738450464268777,0.4296856901806259,0.3570290904182741,0.0,0.0,0.09251394855191132,0.08627990001721696,0.10503487805813558,0.0
57.0,0,1,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0538411590610452,0.0,0.037279170333365634,0.0,0.12283386907038375,0.0,0.09118678831431158,0.0,0.0,0.0,0.8276305444177234,0.015635443674199022,0.0747704624821072,0.04224572398872333,0.02633861619491815,0.048806037121914336,0.06626507093002798,0.08770798604583571,0.0,0.0,0.0,0.6807589262026114,0.0,0.9366804793057616,0.0,0.0,0.0,0.02347154826406472,0.04522096049293715,0.0,0.11457791864294048,0.0,0.22260942087803684,0.2737872535150133,0.7154783583982371,0.0,0.6208034712706578,0.0,0.0623103294299969,0.0,0.0,0.03996765549656665,0.0,0.0972776453721289,0.0,0.0,0.0,0.4743949829752056,0.0,0.0
28.0,0,1,1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3215297210242208,0.31061921810540016,0.3030562442706931,0.0,0.4010673302417879,0.4182709478852578,0.3799694289977271,0.0,0.0,0.18933239602545404,0.11690727128504302,0.0,0.0,0.0,0.0,0.3220238055456335,0.34602467654526664,0.3952016624518427,0.4555379187558912,0.4088082884886344,0.5773034416347989,0.0,0.07534197043593313,0.0,0.0,0.06431174765940846,0.3143565506386582,0.3146887518931309,0.3358994425486121,0.0,0.4045492256780975,0.0,0.4639432043104243,0.0,0.0,0.0,0.0,0.15775457478298674,0.0,0.30856988686068954,0.3110458520394567,0.34325725071198715,0.0,0.38042189464018905,0.0,0.0,0.4869771681186422,0.0,0.0,0.0,0.17081242344258904,0.14409653467644104
62.0,0,3,0,0,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2995172938192315,0.0,0.0,0.0,0.0,0.3022600275196433,0.0,0.4417794447126051,0.12946801379853848,0.0,0.0,0.1813357285000657,0.0,0.2871880182925134,0.2947605952812778,0.2864382975928983,0.2755458920298177,0.25536546436727464,0.3631274646525133,0.3689954117511261,0.6068670032991232,0.21703815134406115,0.2889578499895084,0.2615588258474077,0.3129304256401108,0.0,0.28341802124033044,0.2641743169153525,0.2935955024324132,0.0,0.0,0.0,0.311391086015798,0.4538107402491381,0.0,0.0,0.0,0.3119292210459493,0.03437590021760496,0.318964905488963,0.2886325980326397,0.28226338603026513,0.2450612908869237,0.0,0.2725005971435755,0.2727468678814805,0.4584455562455866,0.0,0.08453569976179041,0.0,0.0,0.0
48.0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13565733516186632,0.0,0.09879152672759718,0.1214826115722942,0.0,0.0,0.08562165413735726,0.1198149216109927,0.28355650346239464,0.0,0.0,0.0,0.0,0.0,0.14829963419111045,0.1038622804488217,0.17295627290385393,0.0,0.16464123686880505,0.11164914365524138,0.2588002337093267,0.0,0.8118996662829623,0.9058179051966604,0.0,0.9662214169643232,0.0,0.11109757023777783,0.0,0.0,0.21682753733436208,0.0,0.0,0.0,0.0709175911269992,0.0,0.0,0.0,0.0,0.1152909037299678,0.14088726372688176,0.0,0.11424182904283801,0.0,0.1049887231014362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,0,2,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1471725431299852,0.2846380476199867,0.1253459734035965,0.0,0.15391787613142988,0.0,0.10190113455759264,0.0,0.0,0.09381146736886796,0.0,0.1543769454104046,0.14458636758057072,0.185467210948072,0.3374950468508889,0.0,0.0,0.15424106744103774,0.35604259663893195,0.0,0.15713366480200305,0.0,0.35519412091358343,0.26915930879144,0.0,0.0,0.25950435681632505,1.0,0.3677680417704059,0.3323520676768788,0.3931932825540166,1.0,0.6435092767764423,0.42565347431137257,0.3611242627798357,0.3578742411399753,0.10671457536406842,0.0,0.0,0.18044118738057072,0.4223296183830332,0.0,0.0,0.0,0.0,0.16720518127594478,0.0,0.0,0.2309910633459061,0.1777780847361379,0.0,0.0
63.0,0,0,3,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.14072486670566986,0.3824012994273981,0.12656470460028094,0.12235660318114015,0.1622690754735524,0.0,0.0,0.0,0.4313832335230317,0.534759800247349,0.3415485814088328,0.5005494457538164,0.0,0.2529994410070529,1.0,0.3710100250382338,0.2369332220851352,0.1849935315715595,0.0,0.0,0.0,0.4258601513655836,0.3146866727585552,0.0,0.0,0.0,0.13473265518176156,0.34001639180918297,0.1030933281750478,0.0,0.12686411390208488,0.18032864057489872,0.14420580339145112,0.0,0.42547470673272497,0.4606424296010682,0.0,0.0,0.0,0.13512717408821295,0.3728408405080549,0.1659957867807535,0.0,0.1887018349917309,0.16589191930436806,0.1011239024683096,0.3043416222225188,0.0,0.0,0.17829792200608496,0.34221112590281794,0.0
71.0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.04005994254092452,0.023257815722352845,0.0,0.0,0.03186838732648248,0.06985444614549624,0.0,0.2064181280217232,0.6042625470889671,0.6224943527020775,0.0,0.9198083511881924,0.0,0.04098367169458714,0.0,0.02240388379626272,0.04212418865278651,0.04723652330504729,0.0,0.1298270814398479,0.26450511177432273,0.5248020872969528,0.5730797764810289,0.0,0.0,0.0,0.0485622100060582,0.0,0.022420094536280254,0.033470347440072414,0.0,0.07080654296680931,0.10350134381285916,0.2663201995181647,0.4806862421182687,0.0,0.0,0.8637788345949312,0.0,0.03901245807795167,0.030994279737719413,0.0,0.029071015909665283,0.044668188689108594,0.1058242032896176,0.09868382131741793,0.2180673147172532,0.4183703802930076,0.0,0.0,0.0,0.0
57.0,0,1,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.11569422842198668,0.11785220718763675,0.11759017769457313,0.0,0.12870560364600112,0.14040067911717932,0.16300370644233886,0.1983046296233417,0.24685297921922825,0.1325574224030085,0.6305762344197662,0.0,0.2504370941428413,0.1153082128426281,0.11949441837746842,0.11763398702462005,0.11748940326371055,0.13155574058044006,0.14090245339181948,0.15897830428168702,0.1633314144335914,0.0,0.0,0.5725069011396621,0.15684741141127315,0.2559869492459213,0.1140168988784198,0.11548731227674335,0.11862429924351325,0.0,0.1250128755523848,0.1338068471164717,0.15578500495636866,0.19469434878486624,0.25613376691673423,0.0,0.0,0.0,0.0,0.11422723643328413,0.11802773953584365,0.10791482412525648,0.0,0.1220209627167946,0.14101076152435002,0.0,0.2360759446398409,0.0,0.5582790958290073,1.0,0.6506882331360945,0.5936818719984611
41.0,0,1,2,6,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09471618651737716,0.0,0.07052098546233505,0.0915811884682491,0.12084550391488927,0.1693407576000038,0.0,0.2607740516329442,0.0,0.0,0.0,0.5220306142828236,0.0,0.10706936830934892,0.08141586340052633,0.08288746714486775,0.0976276056992554,0.1287915618851733,0.0,0.0,0.3196610088511281,0.5000569579291456,0.0,0.7413629682696006,0.6048158656769757,0.25405262088270897,0.10824101443773257,0.08193302433996627,0.08307062442284358,0.09875514799657524,0.13017184628606066,0.16391965535298866,0.2108744865451402,0.32025013960913423,0.4916567087387753,0.0,0.7073578732599708,0.5573021118681193,0.0,0.0,0.06259172976945626,0.0,0.07786305733785767,0.10631140320324198,0.15096200651289735,0.0,0.3028432784674941,0.3933086024319259,0.0,0.384779391829666,0.0,0.0
63.0,0,1,1,10,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.21643942693664514,0.0,0.22220574374981492,0.2278464279349912,0.25755538977485404,0.2440221000825709,0.2693491548901448,0.0,0.08040781255190525,0.0,0.16232859700343616,0.364110793000312,0.21608530336723045,0.2209004802113209,0.21555776737488405,0.2230630024170954,0.2309093401235918,0.25605153916970863,0.284038871964898,0.3098422105214748,0.3051492086092597,0.0,0.31328975208816595,0.265571706538647,0.4189517342781999,0.2167834278174572,0.21999928236789565,0.22056752592916787,0.2191270343140155,0.0,0.2542057803687085,0.2700862247842979,0.2526049095103001,0.0,0.0,0.20528645111861185,0.1961294853672156,0.3610923699308317,0.0,0.2203972764995944,0.0,0.0,0.0,0.25394640569893634,0.28370034036090114,0.3090064303447935,0.29465842388397,0.0,0.17396215772204882,0.0,0.3548242670049156
96.0,0,2,1,0,4,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1811624796270926,0.19172137754622628,0.19297425101105325,0.1648546105866045,0.20809116559229104,0.0,0.0,0.0,0.0,0.2622116727298004,0.0,0.4120532225621311,0.468904237142539,0.18977700665800915,0.18702588365465828,0.15108694666079106,0.0,0.16512136794915733,0.1850388013325583,0.17203139332157674,0.0,0.28694509157842785,0.1979530190892417,0.0,0.4549595815246226,0.426539075249786,0.16882351464498904,0.1782347548150699,0.17190743294609453,0.12215129802371864,0.22193137652280168,0.22746512884131434,0.2198881168043972,0.17271164029884425,0.22364696604493087,0.0,0.0,0.0,0.41326486538792295,0.1811624796270926,0.19172137754622628,0.19297425101105325,0.1648546105866045,0.20809116559229104,0.2198884803910904,0.2347080298574049,0.0,0.3430129092960471,0.2622116727298004,0.0,0.4120532225621311,0.468904237142539
53.0,0,0,3,5,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.2384145473693501,0.24145857615643745,0.2273594561661062,0.23072794353375456,0.0,0.18118998442656345,0.0,0.0,0.2663985008524173,0.0,0.2162704984935591,0.0,0.2414811022026673,0.2350237389644205,0.2412033713307238,0.22468252433922548,0.2254248715517322,0.2002240764842211,0.0,0.2322737605900133,0.23186086238954864,0.0,0.0,0.3196522498706581,0.0,0.2646224544699286,0.2296759613545768,0.22484781080415864,0.22646081522964706,0.22372932084959246,0.2350236932815062,0.20379653260747427,0.0,0.2765949319693973,0.4415920892816829,0.2610401859739497,0.38225299643914784,0.0,0.0,0.2303349593962692,0.2239185050989699,0.2248531316706074,0.22388063393529906,0.2388985105351915,0.20036899430813096,0.0,0.27707832889761064,0.4458219072973623,0.0,0.4661630097493845,0.0,0.30898037403693385
54.0,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1864207660295456,0.17049466738954294,0.16772040173178335,0.17013677870973642,0.12453650259967056,0.17095109904350966,0.29479377317822303,0.0,0.4910934349585353,0.0,0.5157828536453082,0.453536232381948,0.6473240725824629,0.16673222404095706,0.0,0.0,0.12706928811566312,0.0,0.0,0.2083302676822299,0.0,0.4025627342876413,0.0,0.3464924691774535,0.0,0.6448477309979971,0.18166889685497828,0.16654875749236112,0.0,0.14119108536149447,0.0,0.14297712131077894,0.2446756510238739,0.0,0.3797898043113292,0.0,0.4840517703102161,0.44012059739146897,0.637216485102594,0.1916983042067152,0.17506367275330534,0.0,0.0,0.11759746358964793,0.0,0.0,0.31730212282443565,0.0,0.0,0.0,0.0,0.0
47.0,0,0,3,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.2802767789867481,0.4947231325410218,0.0,0.0,0.0,0.17590041474425008,0.27104228551820625,0.0,0.2267803824259048,0.0,0.0,0.09935051503437008,0.4192029123957869,0.13113726054550676,0.28089110449346416,0.0,0.10197275790608852,0.08661615695336146,0.2176393550374383,0.285551815877052,0.0,0.2773043797498572,0.08189339993155917,0.0,0.0,0.5513755613596856,0.3507333097666008,1.0,0.0,0.10246625510981287,0.1474808383800541,0.12359916138804902,0.4463640616431051,0.19037123906656656,0.0,0.0,0.0,0.16954770390240415,0.4617506922973227,0.07814202048595438,0.18265161076154046,0.0,0.13877811887764693,0.06146652082171241,0.09412718158526988,0.4368090915605449,0.0,0.1280359678577451,0.0,0.3756680225694022,0.0
